,Origin,Destination,Date,Carrier,Price,Depart_Time,Dep_meridiem,Arrive_time,Arrival_time_meridiem,Duration,Flight_pattern
13566,ATL,SEA,05-25,Spirit Airlines,$211,8:15,am,9:01,pm,15h 46m,1 stop
13567,ATL,SEA,05-25,Spirit Airlines,$215,4:32,pm,10:48,pm,9h 16m,2 stops
13568,ATL,SEA,05-25,Spirit Airlines,$217,12:35,pm,12:08,am,14h 33m,2 stops
13569,ATL,SEA,05-25,Spirit Airlines,$223,12:35,pm,1:10,am,15h 35m,3 stops
13570,ATL,SEA,05-25,Multiple Airlines,$228,8:46,am,5:33,pm,11h 47m,"1 stop 

"
13571,ATL,SEA,05-25,Spirit Airlines,$231,6:40,am,2:24,pm,10h 44m,2 stops
13572,ATL,SEA,05-25,Spirit Airlines,$232,4:21,pm,9:01,pm,7h 40m,1 stop
13573,ATL,SEA,05-25,Spirit Airlines,$244,12:35,pm,1:10,am,15h 35m,2 stops
13574,ATL,SEA,05-25,Multiple Airlines,$247,11:04,am,4:45,pm,8h 41m,"1 stop 

"
13575,ATL,SEA,05-25,Spirit Airlines,$257,12:17,pm,1:10,am,15h 53m,2 stops
13576,ATL,SEA,05-25,Spirit Airlines,$262,12:17,pm,1:10,am,15h 53m,2 stops
13577,ATL,SFO,05-19,Frontier,$279,9:32,pm,10:38,am,16h 06m,1 stop
13578,ATL,SFO,05-19,Multiple Airlines,$236,8:46,am,5:40,pm,11h 54m,"1 stop 

"
13579,ATL,SFO,05-19,United Airlines,$314,7:10,pm,9:33,pm,5h 23m,nonstop
13580,ATL,SFO,05-19,Delta,$319,8:10,am,10:22,am,5h 12m,nonstop
13581,ATL,SFO,05-19,American Airlines,$254,5:16,am,9:55,am,7h 39m,1 stop
13582,ATL,SFO,05-19,Multiple Airlines,$256,9:49,pm,10:38,am,15h 49m,"1 stop 

"
13583,ATL,SFO,05-19,Frontier,$274,9:32,pm,10:38,am,16h 06m,1 stop
13584,ATL,SFO,05-19,American Airlines,$304,8:31,am,1:51,pm,8h 20m,1 stop
13585,ATL,SFO,05-19,American Airlines,$304,12:28,pm,7:12,pm,9h 44m,1 stop
13586,ATL,SFO,05-19,American Airlines,$305,6:05,am,11:10,am,8h 05m,1 stop
13587,ATL,SFO,05-19,American Airlines,$305,8:00,am,2:55,pm,9h 55m,1 stop
13588,ATL,SFO,05-19,American Airlines,$305,9:05,am,2:55,pm,8h 50m,1 stop
13589,ATL,SFO,05-19,Frontier,$314,11:34,am,11:52,pm,15h 18m,1 stop
13590,ATL,SFO,05-19,Multiple Airlines,$317,11:04,am,11:04,pm,15h 00m,"1 stop 

"
13591,ATL,SFO,05-19,Delta,$319,9:58,am,12:13,pm,5h 15m,nonstop
13592,ATL,SFO,05-19,Delta,$319,2:57,pm,5:15,pm,5h 18m,nonstop
13593,ATL,SFO,05-20,Frontier,$189,9:32,am,12:02,pm,5h 30m,nonstop
13594,ATL,SFO,05-20,Multiple Airlines,$138,9:49,pm,8:26,pm,25h 37m,1 stop
13595,ATL,SFO,05-20,United Airlines,$234,7:28,am,9:50,am,5h 22m,nonstop
13596,ATL,SFO,05-20,Frontier,$181,9:32,am,12:02,pm,5h 30m,nonstop
13597,ATL,SFO,05-20,Multiple Airlines,$211,11:04,am,11:04,pm,15h 00m,"1 stop 

"
13598,ATL,SFO,05-20,United Airlines,$234,7:10,pm,9:33,pm,5h 23m,nonstop
13599,ATL,SFO,05-20,American Airlines,$255,6:55,am,1:26,pm,9h 31m,1 stop
13600,ATL,SFO,05-20,American Airlines,$255,11:20,am,5:24,pm,9h 04m,1 stop
13601,ATL,SFO,05-20,American Airlines,$255,4:24,pm,8:42,pm,7h 18m,1 stop
13602,ATL,SFO,05-20,American Airlines,$255,6:19,pm,12:12,am,8h 53m,1 stop
13603,ATL,SFO,05-20,American Airlines,$255,7:39,pm,12:12,am,7h 33m,1 stop
13604,ATL,SFO,05-20,United Airlines,$285,2:30,pm,8:29,pm,8h 59m,1 stop
13605,ATL,SFO,05-20,United Airlines,$285,5:41,pm,11:55,pm,9h 14m,1 stop
13606,ATL,SFO,05-20,United Airlines,$285,5:41,pm,10:25,pm,7h 44m,1 stop
13607,ATL,SFO,05-20,United Airlines,$285,7:16,pm,11:55,pm,7h 39m,1 stop
13608,ATL,SFO,05-20,United Airlines,$285,8:08,pm,11:53,pm,6h 45m,1 stop
13609,ATL,SFO,05-21,Multiple Airlines,$119,8:46,am,6:47,pm,13h 01m,"1 stop 

"
13610,ATL,SFO,05-21,United Airlines,$314,7:28,am,9:50,am,5h 22m,nonstop
13611,ATL,SFO,05-21,Delta,$319,11:00,am,1:11,pm,5h 11m,nonstop
13612,ATL,SFO,05-21,Multiple Airlines,$140,9:49,pm,10:38,am,15h 49m,1 stop
13613,ATL,SFO,05-21,Frontier,$168,11:34,am,11:52,pm,15h 18m,"1 stop 

"
13614,ATL,SFO,05-21,American Airlines,$178,12:28,pm,5:49,pm,8h 21m,1 stop
13615,ATL,SFO,05-21,American Airlines,$178,12:28,pm,7:12,pm,9h 44m,1 stop
13616,ATL,SFO,05-21,American Airlines,$178,2:07,pm,8:55,pm,9h 48m,1 stop
13617,ATL,SFO,05-21,American Airlines,$178,2:07,pm,7:12,pm,8h 05m,1 stop
13618,ATL,SFO,05-21,American Airlines,$179,9:05,am,2:55,pm,8h 50m,1 stop
13619,ATL,SFO,05-21,American Airlines,$179,7:39,pm,12:12,am,7h 33m,1 stop
13620,ATL,SFO,05-21,Frontier,$184,11:34,am,8:26,pm,11h 52m,1 stop
13621,ATL,SFO,05-21,Frontier,$184,9:32,pm,10:38,am,16h 06m,1 stop
13622,ATL,SFO,05-21,American Airlines,$184,9:05,am,4:19,pm,10h 14m,2 stops
13623,ATL,SFO,05-21,Multiple Airlines,$188,12:35,pm,11:52,pm,14h 17m,"2 stops 

"
13624,ATL,SFO,05-21,Delta,$191,6:15,pm,10:53,pm,7h 38m,1 stop
13625,ATL,SFO,05-21,United Airlines,$196,7:35,am,12:22,pm,7h 47m,1 stop
13626,ATL,SFO,05-22,Frontier,$159,9:32,am,12:02,pm,5h 30m,nonstop
13627,ATL,SFO,05-22,Frontier,$141,6:45,am,10:28,pm,18h 43m,"1 stop 

"
13628,ATL,SFO,05-22,United Airlines,$154,7:28,am,9:48,am,5h 20m,nonstop
13629,ATL,SFO,05-22,Frontier,$154,9:32,am,12:02,pm,5h 30m,nonstop
13630,ATL,SFO,05-22,United Airlines,$154,7:18,pm,9:39,pm,5h 21m,nonstop
13631,ATL,SFO,05-22,American Airlines,$161,5:16,am,9:55,am,7h 39m,1 stop
13632,ATL,SFO,05-22,American Airlines,$162,6:55,am,1:26,pm,9h 31m,1 stop
13633,ATL,SFO,05-22,American Airlines,$162,11:20,am,5:24,pm,9h 04m,1 stop
13634,ATL,SFO,05-22,American Airlines,$167,9:05,am,4:19,pm,10h 14m,2 stops
13635,ATL,SFO,05-22,United Airlines,$196,2:30,pm,8:29,pm,8h 59m,1 stop
13636,ATL,SFO,05-22,American Airlines,$197,6:55,am,5:24,pm,13h 29m,1 stop
13637,ATL,SFO,05-22,American Airlines,$209,6:56,am,1:51,pm,9h 55m,1 stop
13638,ATL,SFO,05-22,American Airlines,$209,8:31,am,1:51,pm,8h 20m,1 stop
13639,ATL,SFO,05-22,American Airlines,$209,12:28,pm,7:12,pm,9h 44m,1 stop
13640,ATL,SFO,05-22,American Airlines,$209,12:28,pm,5:49,pm,8h 21m,1 stop
13641,ATL,SFO,05-22,American Airlines,$209,2:07,pm,8:55,pm,9h 48m,1 stop
13642,ATL,SFO,05-23,Multiple Airlines,$210,11:04,am,11:04,pm,15h 00m,1 stop
13643,ATL,SFO,05-23,United Airlines,$314,7:28,am,9:50,am,5h 22m,nonstop
13644,ATL,SFO,05-23,Delta,$319,11:00,am,1:11,pm,5h 11m,nonstop
13645,ATL,SFO,05-23,Delta,$238,6:15,pm,10:53,pm,7h 38m,1 stop
13646,ATL,SFO,05-23,Multiple Airlines,$253,12:17,pm,11:00,pm,13h 43m,"1 stop 

"
13647,ATL,SFO,05-23,American Airlines,$254,6:56,am,1:51,pm,9h 55m,1 stop
13648,ATL,SFO,05-23,American Airlines,$254,12:28,pm,7:12,pm,9h 44m,1 stop
13649,ATL,SFO,05-23,American Airlines,$254,12:28,pm,5:49,pm,8h 21m,1 stop
13650,ATL,SFO,05-23,American Airlines,$255,11:20,am,5:24,pm,9h 04m,1 stop
13651,ATL,SFO,05-23,American Airlines,$255,11:42,am,4:19,pm,7h 37m,1 stop
13652,ATL,SFO,05-23,American Airlines,$255,6:00,pm,10:26,pm,7h 26m,1 stop
13653,ATL,SFO,05-23,Multiple Airlines,$263,12:35,pm,11:15,pm,13h 40m,"2 stops 

"
13654,ATL,SFO,05-23,American Airlines,$284,6:55,am,5:24,pm,13h 29m,1 stop
13655,ATL,SFO,05-23,American Airlines,$293,12:40,pm,4:33,pm,6h 53m,1 stop
13656,ATL,SFO,05-23,American Airlines,$298,12:40,pm,12:12,am,14h 32m,1 stop
13657,ATL,SFO,05-23,American Airlines,$304,5:16,am,9:55,am,7h 39m,1 stop
13658,ATL,SFO,05-23,American Airlines,$304,8:31,am,1:51,pm,8h 20m,1 stop
13659,ATL,SFO,05-25,Frontier,$189,9:32,am,12:02,pm,5h 30m,nonstop
13660,ATL,SFO,05-25,Frontier,$152,6:45,am,9:15,pm,17h 30m,1 stop
13661,ATL,SFO,05-25,United Airlines,$234,7:28,am,9:50,am,5h 22m,nonstop
13662,ATL,SFO,05-25,Multiple Airlines,$161,7:00,am,9:15,pm,17h 15m,1 stop
13663,ATL,SFO,05-25,Frontier,$184,9:32,am,12:02,pm,5h 30m,nonstop
13664,ATL,SFO,05-25,United Airlines,$196,2:30,pm,10:50,pm,11h 20m,1 stop
13665,ATL,SFO,05-25,Multiple Airlines,$197,11:04,am,5:25,pm,9h 21m,"1 stop 

"
13666,ATL,SFO,05-25,United Airlines,$230,2:30,pm,9:28,pm,9h 58m,1 stop
13667,ATL,SFO,05-25,United Airlines,$230,2:30,pm,8:29,pm,8h 59m,1 stop
13668,ATL,SFO,05-25,Multiple Airlines,$253,5:39,pm,10:39,pm,8h 00m,"1 stop 

"
13669,ATL,SFO,05-25,American Airlines,$254,5:30,am,9:55,am,7h 25m,1 stop
13670,ATL,SFO,05-25,American Airlines,$254,6:56,am,1:51,pm,9h 55m,1 stop
13671,ATL,SFO,05-25,American Airlines,$254,2:07,pm,7:12,pm,8h 05m,1 stop
13672,ATL,SFO,05-25,American Airlines,$254,2:07,pm,9:02,pm,9h 55m,1 stop
13673,ATL,SFO,05-25,Multiple Airlines,$262,7:00,am,8:10,pm,16h 10m,"2 stops 

"
13674,ATL,SFO,05-25,American Airlines,$271,11:19,am,6:57,pm,10h 38m,1 stop
13675,ATL,SGF,05-21,Delta,$249,12:25,pm,1:13,pm,1h 48m,nonstop
13676,ATL,SGF,05-21,Delta,$249,10:05,am,10:54,am,1h 49m,nonstop
13677,ATL,SGF,05-21,Delta,$249,8:07,pm,8:59,pm,1h 52m,nonstop
13678,ATL,SGF,05-21,Delta,$249,5:14,pm,6:08,pm,1h 54m,nonstop
13679,ATL,SGF,05-21,Delta,$249,2:32,pm,3:26,pm,1h 54m,nonstop
13680,ATL,SGF,05-21,American Airlines,$256,6:56,am,10:37,am,4h 41m,1 stop
13681,ATL,SGF,05-21,American Airlines,$256,3:19,pm,7:49,pm,5h 30m,1 stop
13682,ATL,SGF,05-21,American Airlines,$256,9:40,am,2:46,pm,6h 06m,1 stop
13683,ATL,SGF,05-21,American Airlines,$256,5:16,am,10:37,am,6h 21m,1 stop
13684,ATL,SGF,05-21,American Airlines,$256,2:07,pm,7:49,pm,6h 42m,1 stop
13685,ATL,SGF,05-21,American Airlines,$256,8:31,am,2:46,pm,7h 15m,1 stop
13686,ATL,SGF,05-21,American Airlines,$257,2:15,pm,5:46,pm,4h 31m,1 stop
13687,ATL,SGF,05-21,American Airlines,$257,4:24,pm,7:59,pm,4h 35m,1 stop
13688,ATL,SGF,05-21,United Airlines,$257,10:55,am,2:39,pm,4h 44m,1 stop
13689,ATL,SGF,05-21,American Airlines,$257,10:00,am,1:48,pm,4h 48m,1 stop
13690,ATL,SGF,05-22,Delta,$249,12:25,pm,1:13,pm,1h 48m,nonstop
13691,ATL,SGF,05-22,Delta,$249,10:05,am,10:54,am,1h 49m,nonstop
13692,ATL,SGF,05-22,Delta,$249,8:07,pm,8:59,pm,1h 52m,nonstop
13693,ATL,SGF,05-22,Delta,$249,2:32,pm,3:26,pm,1h 54m,nonstop
13694,ATL,SGF,05-22,Delta,$249,5:14,pm,6:08,pm,1h 54m,nonstop
13695,ATL,SGF,05-22,American Airlines,$256,6:56,am,10:37,am,4h 41m,1 stop
13696,ATL,SGF,05-22,American Airlines,$256,9:40,am,2:46,pm,6h 06m,1 stop
13697,ATL,SGF,05-22,American Airlines,$256,5:16,am,10:37,am,6h 21m,1 stop
13698,ATL,SGF,05-22,American Airlines,$256,2:07,pm,7:49,pm,6h 42m,1 stop
13699,ATL,SGF,05-22,American Airlines,$256,8:31,am,2:46,pm,7h 15m,1 stop
13700,ATL,SGF,05-22,American Airlines,$257,2:15,pm,5:46,pm,4h 31m,1 stop
13701,ATL,SGF,05-22,American Airlines,$257,4:24,pm,7:59,pm,4h 35m,1 stop
13702,ATL,SGF,05-22,United Airlines,$257,10:55,am,2:39,pm,4h 44m,1 stop
13703,ATL,SGF,05-22,American Airlines,$257,8:00,am,11:54,am,4h 54m,1 stop
13704,ATL,SGF,05-22,United Airlines,$257,12:15,pm,4:12,pm,4h 57m,1 stop
13705,ATL,SGF,05-23,Delta,$249,12:25,pm,1:13,pm,1h 48m,nonstop
13706,ATL,SGF,05-23,Delta,$249,10:05,am,10:54,am,1h 49m,nonstop
13707,ATL,SGF,05-23,Delta,$249,2:32,pm,3:26,pm,1h 54m,nonstop
13708,ATL,SGF,05-23,Delta,$249,5:14,pm,6:08,pm,1h 54m,nonstop
13709,ATL,SGF,05-23,American Airlines,$256,6:56,am,10:37,am,4h 41m,1 stop
13710,ATL,SGF,05-23,American Airlines,$257,6:08,am,11:52,am,6h 44m,1 stop
13711,ATL,SGF,05-23,American Airlines,$314,7:28,am,11:52,am,5h 24m,1 stop
13712,ATL,SGF,05-23,American Airlines,$314,10:38,am,3:43,pm,6h 05m,1 stop
13713,ATL,SGF,05-23,Delta,$319,8:07,pm,8:59,pm,1h 52m,nonstop
13714,ATL,SGF,05-23,American Airlines,$326,5:16,am,10:37,am,6h 21m,1 stop
13715,ATL,SGF,05-23,American Airlines,$326,8:31,am,2:46,pm,7h 15m,1 stop
13716,ATL,SGF,05-23,American Airlines,$327,7:39,pm,11:39,pm,5h 00m,1 stop
13717,ATL,SGF,05-23,United Airlines,$327,11:55,am,5:40,pm,6h 45m,1 stop
13718,ATL,SGF,05-23,United Airlines,$327,10:55,am,5:40,pm,7h 45m,1 stop
13719,ATL,SGF,05-23,American Airlines,$330,5:16,am,11:52,am,7h 36m,2 stops
13720,ATL,SGF,05-25,Delta,$249,10:05,am,10:52,am,1h 47m,nonstop
13721,ATL,SGF,05-25,Delta,$249,8:07,pm,8:57,pm,1h 50m,nonstop
13722,ATL,SGF,05-25,Delta,$249,2:55,pm,3:47,pm,1h 52m,nonstop
13723,ATL,SGF,05-25,American Airlines,$256,6:56,am,10:37,am,4h 41m,1 stop
13724,ATL,SGF,05-25,American Airlines,$256,7:45,pm,11:26,pm,4h 41m,1 stop
13725,ATL,SGF,05-25,American Airlines,$256,5:47,pm,11:26,pm,6h 39m,1 stop
13726,ATL,SGF,05-25,American Airlines,$256,2:07,pm,7:49,pm,6h 42m,1 stop
13727,ATL,SGF,05-25,United Airlines,$257,12:15,pm,4:12,pm,4h 57m,1 stop
13728,ATL,SGF,05-25,American Airlines,$257,7:28,am,11:52,am,5h 24m,1 stop
13729,ATL,SGF,05-25,American Airlines,$257,6:08,am,11:52,am,6h 44m,1 stop
13730,ATL,SGF,05-25,American Airlines,$260,5:30,am,11:52,am,7h 22m,2 stops
13731,ATL,SGF,05-25,American Airlines,$260,8:31,am,3:43,pm,8h 12m,2 stops
13732,ATL,SGF,05-25,American Airlines,$260,2:07,pm,9:56,pm,8h 49m,2 stops
13733,ATL,SGF,05-25,American Airlines,$309,2:49,pm,9:56,pm,8h 07m,2 stops
13734,ATL,SGF,05-25,American Airlines,$314,5:38,pm,9:56,pm,5h 18m,1 stop
13735,ATL,SHV,05-20,American Airlines,$216,6:56,am,1:13,pm,7h 17m,1 stop
13736,ATL,SHV,05-20,Delta,$219,7:30,pm,8:20,pm,1h 50m,nonstop
13737,ATL,SHV,05-20,American Airlines,$216,8:31,am,1:13,pm,5h 42m,1 stop
13738,ATL,SHV,05-20,American Airlines,$216,5:47,pm,11:46,pm,6h 59m,1 stop
13739,ATL,SHV,05-20,American Airlines,$216,7:45,pm,11:46,pm,5h 01m,1 stop
13740,ATL,SHV,05-20,American Airlines,$218,6:05,am,10:01,am,4h 56m,1 stop
13741,ATL,SHV,05-20,American Airlines,$218,4:24,pm,9:40,pm,6h 16m,1 stop
13742,ATL,SHV,05-20,American Airlines,$218,6:19,pm,9:40,pm,4h 21m,1 stop
13743,ATL,SHV,05-20,Delta,$219,5:29,pm,6:23,pm,1h 54m,nonstop
13744,ATL,SHV,05-20,Delta,$219,10:31,pm,11:22,pm,1h 51m,nonstop
13745,ATL,SHV,05-20,United Airlines,$227,5:41,pm,10:27,pm,5h 46m,1 stop
13746,ATL,SHV,05-20,United Airlines,$227,7:16,pm,10:27,pm,4h 11m,1 stop
13747,ATL,SHV,05-20,Multiple Airlines,$245,6:40,am,6:29,pm,12h 49m,"2 stops 

"
13748,ATL,SHV,05-20,Delta,$249,8:26,am,9:19,am,1h 53m,nonstop
13749,ATL,SHV,05-20,Delta,$249,10:00,am,10:55,am,1h 55m,nonstop
13750,ATL,SHV,05-21,Multiple Airlines,$184,7:12,pm,12:09,pm,17h 57m,"1 stop 

"
13751,ATL,SHV,05-21,Delta,$219,7:30,pm,8:20,pm,1h 50m,nonstop
13752,ATL,SHV,05-21,American Airlines,$216,6:56,am,1:13,pm,7h 17m,1 stop
13753,ATL,SHV,05-21,American Airlines,$216,8:31,am,1:13,pm,5h 42m,1 stop
13754,ATL,SHV,05-21,American Airlines,$216,9:40,am,1:13,pm,4h 33m,1 stop
13755,ATL,SHV,05-21,American Airlines,$218,6:05,am,10:01,am,4h 56m,1 stop
13756,ATL,SHV,05-21,American Airlines,$218,6:05,am,12:04,pm,6h 59m,1 stop
13757,ATL,SHV,05-21,American Airlines,$218,8:00,am,12:04,pm,5h 04m,1 stop
13758,ATL,SHV,05-21,American Airlines,$218,4:24,pm,9:40,pm,6h 16m,1 stop
13759,ATL,SHV,05-21,American Airlines,$218,6:19,pm,9:40,pm,4h 21m,1 stop
13760,ATL,SHV,05-21,Delta,$219,8:26,am,9:19,am,1h 53m,nonstop
13761,ATL,SHV,05-21,Delta,$219,10:00,am,10:55,am,1h 55m,nonstop
13762,ATL,SHV,05-21,Delta,$219,1:53,pm,2:46,pm,1h 53m,nonstop
13763,ATL,SHV,05-21,Delta,$219,3:53,pm,4:44,pm,1h 51m,nonstop
13764,ATL,SHV,05-21,Delta,$219,5:29,pm,6:23,pm,1h 54m,nonstop
13765,ATL,SHV,05-22,American Airlines,$216,6:56,am,1:13,pm,7h 17m,1 stop
13766,ATL,SHV,05-22,Delta,$219,7:30,pm,8:20,pm,1h 50m,nonstop
13767,ATL,SHV,05-22,American Airlines,$216,8:31,am,1:13,pm,5h 42m,1 stop
13768,ATL,SHV,05-22,American Airlines,$216,9:40,am,1:13,pm,4h 33m,1 stop
13769,ATL,SHV,05-22,American Airlines,$218,6:05,am,10:01,am,4h 56m,1 stop
13770,ATL,SHV,05-22,American Airlines,$218,6:05,am,12:04,pm,6h 59m,1 stop
13771,ATL,SHV,05-22,American Airlines,$218,8:00,am,12:04,pm,5h 04m,1 stop
13772,ATL,SHV,05-22,Delta,$219,8:26,am,9:19,am,1h 53m,nonstop
13773,ATL,SHV,05-22,Delta,$219,10:00,am,10:55,am,1h 55m,nonstop
13774,ATL,SHV,05-22,Delta,$219,1:53,pm,2:46,pm,1h 53m,nonstop
13775,ATL,SHV,05-22,Delta,$219,3:53,pm,4:44,pm,1h 51m,nonstop
13776,ATL,SHV,05-22,Delta,$219,5:29,pm,6:23,pm,1h 54m,nonstop
13777,ATL,SHV,05-22,Delta,$219,10:31,pm,11:22,pm,1h 51m,nonstop
13778,ATL,SHV,05-22,American Airlines,$220,5:16,am,12:04,pm,7h 48m,2 stops
13779,ATL,SHV,05-22,United Airlines,$227,12:15,pm,3:19,pm,4h 04m,1 stop
13780,ATL,SHV,05-24,Delta,$219,3:53,pm,4:44,pm,1h 51m,nonstop
13781,ATL,SHV,05-24,Delta,$219,8:26,am,9:19,am,1h 53m,nonstop
13782,ATL,SHV,05-24,Delta,$219,10:00,am,10:55,am,1h 55m,nonstop
13783,ATL,SHV,05-24,Delta,$219,1:53,pm,2:46,pm,1h 53m,nonstop
13784,ATL,SHV,05-24,American Airlines,$289,6:05,am,12:04,pm,6h 59m,1 stop
13785,ATL,SHV,05-24,American Airlines,$289,8:00,am,12:04,pm,5h 04m,1 stop
13786,ATL,SHV,05-24,Delta,$309,7:30,pm,8:20,pm,1h 50m,nonstop
13787,ATL,SHV,05-24,Delta,$309,10:31,pm,11:22,pm,1h 51m,nonstop
13788,ATL,SHV,05-24,American Airlines,$316,6:56,am,1:13,pm,7h 17m,1 stop
13789,ATL,SHV,05-24,American Airlines,$316,8:31,am,1:13,pm,5h 42m,1 stop
13790,ATL,SHV,05-24,American Airlines,$316,9:40,am,1:13,pm,4h 33m,1 stop
13791,ATL,SHV,05-24,American Airlines,$317,6:05,am,10:01,am,4h 56m,1 stop
13792,ATL,SHV,05-24,United Airlines,$317,9:25,am,3:20,pm,6h 55m,1 stop
13793,ATL,SHV,05-24,United Airlines,$317,3:50,pm,7:05,pm,4h 15m,1 stop
13794,ATL,SHV,05-24,United Airlines,$317,5:41,pm,10:27,pm,5h 46m,1 stop
13795,ATL,SJC,05-19,Delta,$314,9:13,am,11:12,am,4h 59m,nonstop
13796,ATL,SJC,05-19,Delta,$314,4:03,pm,6:07,pm,5h 04m,nonstop
13797,ATL,SJC,05-19,Delta,$314,8:12,pm,10:19,pm,5h 07m,nonstop
13798,ATL,SJC,05-19,United Airlines,$322,5:45,am,11:18,am,8h 33m,1 stop
13799,ATL,SJC,05-19,United Airlines,$322,5:45,am,9:55,am,7h 10m,1 stop
13800,ATL,SJC,05-19,United Airlines,$322,7:00,am,11:18,am,7h 18m,1 stop
13801,ATL,SJC,05-19,United Airlines,$322,7:35,am,11:54,am,7h 19m,1 stop
13802,ATL,SJC,05-19,American Airlines,$326,6:05,am,11:10,am,8h 05m,1 stop
13803,ATL,SJC,05-19,American Airlines,$326,8:00,am,1:23,pm,8h 23m,1 stop
13804,ATL,SJC,05-19,American Airlines,$326,9:05,am,1:23,pm,7h 18m,1 stop
13805,ATL,SJC,05-19,American Airlines,$329,5:16,am,11:52,am,9h 36m,2 stops
13806,ATL,SJC,05-19,American Airlines,$329,6:56,am,3:32,pm,11h 36m,2 stops
13807,ATL,SJC,05-19,American Airlines,$352,6:55,am,3:32,pm,11h 37m,1 stop
13808,ATL,SJC,05-19,American Airlines,$352,6:55,am,8:22,pm,16h 27m,1 stop
13809,ATL,SJC,05-19,Alaska Airlines,$369,6:25,am,2:05,pm,10h 40m,1 stop
13810,ATL,SJC,05-20,American Airlines,$276,6:00,pm,9:12,am,18h 12m,1 stop
13811,ATL,SJC,05-20,Delta,$314,3:59,pm,6:03,pm,5h 04m,nonstop
13812,ATL,SJC,05-20,United Airlines,$294,3:50,pm,9:01,pm,8h 11m,1 stop
13813,ATL,SJC,05-20,American Airlines,$297,6:55,am,8:22,pm,16h 27m,1 stop
13814,ATL,SJC,05-20,American Airlines,$297,11:20,am,8:22,pm,12h 02m,1 stop
13815,ATL,SJC,05-20,American Airlines,$303,6:00,pm,10:06,pm,7h 06m,1 stop
13816,ATL,SJC,05-20,Delta,$314,8:12,pm,10:19,pm,5h 07m,nonstop
13817,ATL,SJC,05-20,Alaska Airlines,$317,6:25,am,3:55,pm,12h 30m,1 stop
13818,ATL,SJC,05-20,Delta,$322,6:00,am,10:25,am,7h 25m,1 stop
13819,ATL,SJC,05-20,Delta,$322,7:25,am,1:01,pm,8h 36m,1 stop
13820,ATL,SJC,05-20,Delta,$322,7:25,am,2:32,pm,10h 07m,1 stop
13821,ATL,SJC,05-20,Delta,$322,8:30,am,1:01,pm,7h 31m,1 stop
13822,ATL,SJC,05-20,Delta,$322,8:30,am,2:32,pm,9h 02m,1 stop
13823,ATL,SJC,05-20,American Airlines,$322,11:20,am,11:01,pm,14h 41m,1 stop
13824,ATL,SJC,05-20,Delta,$322,12:15,pm,5:02,pm,7h 47m,1 stop
13825,ATL,SJC,05-21,Multiple Airlines,$110,9:49,pm,5:57,pm,23h 08m,"1 stop 

"
13826,ATL,SJC,05-21,Delta,$314,9:13,am,11:12,am,4h 59m,nonstop
13827,ATL,SJC,05-21,United Airlines,$188,3:50,pm,9:01,pm,8h 11m,1 stop
13828,ATL,SJC,05-21,Delta,$191,7:25,am,2:32,pm,10h 07m,1 stop
13829,ATL,SJC,05-21,Delta,$191,8:30,am,2:32,pm,9h 02m,1 stop
13830,ATL,SJC,05-21,Delta,$191,9:40,am,2:32,pm,7h 52m,1 stop
13831,ATL,SJC,05-21,Delta,$191,11:00,am,5:02,pm,9h 02m,1 stop
13832,ATL,SJC,05-21,Delta,$191,6:15,pm,10:22,pm,7h 07m,1 stop
13833,ATL,SJC,05-21,American Airlines,$198,6:05,am,11:10,am,8h 05m,1 stop
13834,ATL,SJC,05-21,American Airlines,$198,6:08,am,12:25,pm,9h 17m,1 stop
13835,ATL,SJC,05-21,American Airlines,$198,7:28,am,12:25,pm,7h 57m,1 stop
13836,ATL,SJC,05-21,American Airlines,$198,8:00,am,1:23,pm,8h 23m,1 stop
13837,ATL,SJC,05-21,American Airlines,$198,9:05,am,1:23,pm,7h 18m,1 stop
13838,ATL,SJC,05-21,American Airlines,$201,6:56,am,3:32,pm,11h 36m,2 stops
13839,ATL,SJC,05-21,American Airlines,$201,12:28,pm,8:22,pm,10h 54m,2 stops
13840,ATL,SJC,05-21,American Airlines,$201,2:07,pm,11:01,pm,11h 54m,2 stops
13841,ATL,SJC,05-25,American Airlines,$257,5:30,am,3:32,pm,13h 02m,2 stops
13842,ATL,SJC,05-25,Delta,$314,9:41,am,11:41,am,5h 00m,nonstop
13843,ATL,SJC,05-25,American Airlines,$257,2:07,pm,11:01,pm,11h 54m,2 stops
13844,ATL,SJC,05-25,American Airlines,$275,2:07,pm,11:01,pm,11h 54m,2 stops
13845,ATL,SJC,05-25,Multiple Airlines,$284,7:00,am,6:19,pm,14h 19m,"2 stops 

"
13846,ATL,SJC,05-25,United Airlines,$294,7:00,am,11:18,am,7h 18m,1 stop
13847,ATL,SJC,05-25,United Airlines,$294,3:35,pm,10:30,pm,9h 55m,1 stop
13848,ATL,SJC,05-25,Delta,$298,6:15,pm,8:14,am,16h 59m,1 stop
13849,ATL,SJC,05-25,Delta,$298,7:48,pm,8:14,am,15h 26m,1 stop
13850,ATL,SJC,05-25,Delta,$298,9:10,pm,8:14,am,14h 04m,1 stop
13851,ATL,SJC,05-25,American Airlines,$310,6:56,am,3:26,pm,11h 30m,2 stops
13852,ATL,SJC,05-25,American Airlines,$312,6:08,am,12:25,pm,9h 17m,1 stop
13853,ATL,SJC,05-25,American Airlines,$312,7:28,am,12:25,pm,7h 57m,1 stop
