,Destination,Num_flights,Num_carriers,Hour_f,Price,Hour,stops,Date,Carrier,Flight_time_minutes
11251,PBI,105,3,15,123,15,0,05-25,Delta,106
11252,PBI,105,3,6,130,6,1,05-25,American Airlines,409
11253,PBI,105,3,11,148,11,0,05-25,Delta,107
11254,PBI,105,3,17,148,17,0,05-25,Delta,111
11255,PBI,105,3,5,173,5,1,05-25,American Airlines,239
11256,PBI,105,3,8,173,8,1,05-25,American Airlines,314
11257,PBI,105,3,17,173,17,1,05-25,American Airlines,304
11258,PBI,105,3,9,220,9,0,05-25,Delta,112
11259,PBI,105,3,8,242,8,2,05-25,Multiple Airlines,790
11260,PBI,105,3,7,273,7,1,05-25,American Airlines,358
11261,PDX,61,6,17,219,17,1,05-19,Spirit Airlines,616
11262,PDX,61,6,16,349,16,0,05-19,Delta,311
11263,PDX,61,6,17,230,17,1,05-19,Spirit Airlines,1207
11264,PDX,61,6,21,249,21,1,05-19,Multiple Airlines,999
11265,PDX,61,6,11,284,11,1,05-19,Frontier,913
11266,PDX,61,6,24,300,24,2,05-19,Spirit Airlines,920
11267,PDX,61,6,5,308,5,1,05-19,United Airlines,435
11268,PDX,61,6,24,316,24,2,05-19,Spirit Airlines,938
11269,PDX,61,6,24,321,24,2,05-19,Spirit Airlines,938
11270,PDX,61,6,11,325,11,1,05-19,Multiple Airlines,881
11271,PDX,61,6,19,331,19,1,05-19,Delta,457
11272,PDX,61,6,17,331,17,1,05-19,Delta,578
11273,PDX,61,6,22,337,22,1,05-19,Delta,814
11274,PDX,61,6,22,347,22,1,05-19,Delta,922
11275,PDX,61,6,22,347,22,1,05-19,Delta,1049
11276,PDX,61,6,6,149,6,2,05-22,Multiple Airlines,2015
11277,PDX,61,6,8,349,8,0,05-22,Delta,304
11278,PDX,61,6,7,168,7,1,05-22,United Airlines,646
11279,PDX,61,6,11,198,11,2,05-22,Multiple Airlines,943
11280,PDX,61,6,6,220,6,2,05-22,Spirit Airlines,897
11281,PDX,61,6,24,227,24,3,05-22,Spirit Airlines,920
11282,PDX,61,6,24,228,24,2,05-22,Spirit Airlines,920
11283,PDX,61,6,7,231,7,1,05-22,Delta,639
11284,PDX,61,6,24,234,24,2,05-22,Spirit Airlines,938
11285,PDX,61,6,7,238,7,1,05-22,United Airlines,492
11286,PDX,61,6,19,238,19,1,05-22,United Airlines,497
11287,PDX,61,6,8,243,8,1,05-22,American Airlines,476
11288,PDX,61,6,8,243,8,1,05-22,Delta,574
11289,PDX,61,6,9,243,9,1,05-22,Delta,642
11290,PDX,61,6,24,243,24,2,05-22,Multiple Airlines,920
11291,PDX,61,6,24,247,24,2,05-22,Multiple Airlines,852
11292,PDX,61,6,24,277,24,2,05-23,Spirit Airlines,938
11293,PDX,61,6,8,349,8,0,05-23,Delta,304
11294,PDX,61,6,24,282,24,2,05-23,Spirit Airlines,938
11295,PDX,61,6,11,288,11,2,05-23,Multiple Airlines,943
11296,PDX,61,6,11,319,11,1,05-23,Frontier,913
11297,PDX,61,6,6,321,6,2,05-23,Spirit Airlines,897
11298,PDX,61,6,11,322,11,1,05-23,Multiple Airlines,881
11299,PDX,61,6,21,334,21,1,05-23,Multiple Airlines,999
11300,PDX,61,6,24,341,24,3,05-23,Spirit Airlines,920
11301,PDX,61,6,24,342,24,2,05-23,Spirit Airlines,920
11302,PDX,61,6,19,346,19,1,05-23,Delta,457
11303,PDX,61,6,10,349,10,0,05-23,Delta,308
11304,PDX,61,6,16,349,16,0,05-23,Delta,311
11305,PDX,61,6,20,349,20,0,05-23,Delta,312
11306,PDX,61,6,11,352,11,1,05-23,American Airlines,943
11307,PDX,61,6,17,207,17,1,05-25,Spirit Airlines,616
11308,PDX,61,6,17,349,17,0,05-25,Delta,307
11309,PDX,61,6,6,211,6,2,05-25,Multiple Airlines,1861
11310,PDX,61,6,11,218,11,1,05-25,Multiple Airlines,536
11311,PDX,61,6,24,220,24,3,05-25,Spirit Airlines,920
11312,PDX,61,6,16,229,16,2,05-25,Spirit Airlines,694
11313,PDX,61,6,24,251,24,2,05-25,Spirit Airlines,920
11314,PDX,61,6,8,267,8,2,05-25,Spirit Airlines,802
11315,PDX,61,6,24,267,24,2,05-25,Spirit Airlines,938
11316,PDX,61,6,24,268,24,2,05-25,Multiple Airlines,852
11317,PDX,61,6,24,272,24,2,05-25,Spirit Airlines,920
11318,PDX,61,6,8,349,8,2,05-25,American Airlines,744
11319,PDX,61,6,13,354,13,1,05-25,Delta,502
11320,PDX,61,6,24,354,24,1,05-25,Delta,608
11321,PDX,61,6,8,357,8,1,05-25,American Airlines,476
11322,PHF,28,2,20,204,20,0,05-21,Delta,96
11323,PHF,28,2,9,204,9,0,05-21,Delta,102
11324,PHF,28,2,15,204,15,0,05-21,Delta,106
11325,PHF,28,2,5,211,5,1,05-21,American Airlines,294
11326,PHF,28,2,5,211,5,1,05-21,American Airlines,208
11327,PHF,28,2,6,211,6,1,05-21,American Airlines,194
11328,PHF,28,2,9,211,9,1,05-21,American Airlines,405
11329,PHF,28,2,24,211,24,1,05-21,American Airlines,237
11330,PHF,28,2,24,211,24,1,05-21,American Airlines,291
11331,PHF,28,2,14,211,14,1,05-21,American Airlines,301
11332,PHF,28,2,14,211,14,1,05-21,American Airlines,192
11333,PHF,28,2,5,212,5,1,05-21,American Airlines,409
11334,PHF,28,2,7,212,7,1,05-21,American Airlines,260
11335,PHF,28,2,11,212,11,1,05-21,American Airlines,238
11336,PHF,28,2,5,215,5,2,05-21,American Airlines,398
11337,PHF,28,2,20,204,20,0,05-25,Delta,95
11338,PHF,28,2,6,211,6,2,05-25,American Airlines,546
11339,PHF,28,2,9,294,9,0,05-25,Delta,101
11340,PHF,28,2,5,301,5,1,05-25,American Airlines,191
11341,PHF,28,2,14,301,14,1,05-25,American Airlines,198
11342,PHF,28,2,14,301,14,1,05-25,American Airlines,301
11343,PHF,28,2,17,301,17,1,05-25,American Airlines,377
11344,PHF,28,2,19,301,19,1,05-25,American Airlines,259
11345,PHF,28,2,5,302,5,1,05-25,American Airlines,409
11346,PHF,28,2,7,302,7,1,05-25,American Airlines,260
11347,PHF,28,2,17,302,17,1,05-25,American Airlines,290
11348,PHF,28,2,8,305,8,2,05-25,American Airlines,403
11349,PHF,28,2,5,415,5,2,05-25,American Airlines,384
11350,PHL,84,7,20,136,20,0,05-20,Spirit Airlines,123
11351,PHL,84,7,20,113,20,1,05-20,Multiple Airlines,933
11352,PHL,84,7,5,129,5,0,05-20,American Airlines,115
11353,PHL,84,7,22,129,22,0,05-20,Delta,121
11354,PHL,84,7,20,131,20,0,05-20,Spirit Airlines,123
11355,PHL,84,7,6,136,6,1,05-20,American Airlines,253
11356,PHL,84,7,18,140,18,1,05-20,United Airlines,346
11357,PHL,84,7,7,149,7,0,05-20,American Airlines,124
11358,PHL,84,7,11,149,11,0,05-20,American Airlines,125
11359,PHL,84,7,15,156,15,1,05-20,American Airlines,392
11360,PHL,84,7,8,164,8,1,05-20,Spirit Airlines,462
11361,PHL,84,7,24,174,24,0,05-20,American Airlines,130
11362,PHL,84,7,6,177,6,1,05-20,Spirit Airlines,371
11363,PHL,84,7,5,181,5,1,05-20,American Airlines,239
11364,PHL,84,7,5,181,5,1,05-20,American Airlines,353
11365,PHL,84,7,24,181,24,1,05-20,American Airlines,369
11366,PHL,84,7,20,61,20,0,05-21,Spirit Airlines,123
11367,PHL,84,7,5,129,5,0,05-21,American Airlines,115
11368,PHL,84,7,22,129,22,0,05-21,Delta,121
11369,PHL,84,7,16,88,16,0,05-21,Frontier,134
11370,PHL,84,7,5,102,5,1,05-21,JetBlue,454
11371,PHL,84,7,8,108,8,1,05-21,Spirit Airlines,462
11372,PHL,84,7,6,111,6,1,05-21,Spirit Airlines,371
11373,PHL,84,7,9,112,9,1,05-21,JetBlue,374
11374,PHL,84,7,16,124,16,1,05-21,JetBlue,492
11375,PHL,84,7,7,129,7,0,05-21,American Airlines,124
11376,PHL,84,7,8,129,8,0,05-21,Delta,125
11377,PHL,84,7,10,129,10,0,05-21,Delta,125
11378,PHL,84,7,11,129,11,0,05-21,American Airlines,125
11379,PHL,84,7,24,129,24,0,05-21,American Airlines,130
11380,PHL,84,7,13,129,13,0,05-21,Delta,124
11381,PHL,84,7,15,129,15,0,05-21,Delta,127
11382,PHL,84,7,20,61,20,0,05-22,Spirit Airlines,123
11383,PHL,84,7,24,100,24,0,05-22,Delta,122
11384,PHL,84,7,5,129,5,0,05-22,American Airlines,115
11385,PHL,84,7,5,92,5,1,05-22,JetBlue,454
11386,PHL,84,7,10,100,10,0,05-22,Delta,125
11387,PHL,84,7,8,108,8,1,05-22,Spirit Airlines,462
11388,PHL,84,7,6,111,6,1,05-22,Spirit Airlines,371
11389,PHL,84,7,16,124,16,1,05-22,JetBlue,492
11390,PHL,84,7,6,128,6,1,05-22,Frontier,446
11391,PHL,84,7,7,129,7,0,05-22,Delta,122
11392,PHL,84,7,7,129,7,0,05-22,American Airlines,124
11393,PHL,84,7,11,129,11,0,05-22,American Airlines,125
11394,PHL,84,7,13,129,13,0,05-22,Delta,124
11395,PHL,84,7,20,129,20,0,05-22,Delta,127
11396,PHL,84,7,22,129,22,0,05-22,Delta,121
11397,PHL,84,7,16,87,16,0,05-23,Frontier,134
11398,PHL,84,7,5,129,5,0,05-23,American Airlines,115
11399,PHL,84,7,22,129,22,0,05-23,Delta,121
11400,PHL,84,7,16,82,16,0,05-23,Frontier,134
11401,PHL,84,7,20,94,20,0,05-23,Spirit Airlines,123
11402,PHL,84,7,7,129,7,0,05-23,Delta,122
11403,PHL,84,7,8,129,8,0,05-23,Delta,125
11404,PHL,84,7,24,129,24,0,05-23,Delta,122
11405,PHL,84,7,13,129,13,0,05-23,Delta,124
11406,PHL,84,7,15,129,15,0,05-23,Delta,127
11407,PHL,84,7,6,136,6,1,05-23,American Airlines,253
11408,PHL,84,7,8,136,8,1,05-23,Spirit Airlines,462
11409,PHL,84,7,5,143,5,1,05-23,JetBlue,454
11410,PHL,84,7,7,149,7,0,05-23,American Airlines,124
11411,PHL,84,7,6,152,6,1,05-23,Spirit Airlines,371
11412,PHL,84,7,5,156,5,1,05-23,American Airlines,239
11413,PHL,84,7,20,105,20,0,05-25,Spirit Airlines,123
11414,PHL,84,7,24,100,24,0,05-25,Delta,121
11415,PHL,84,7,5,129,5,0,05-25,American Airlines,115
11416,PHL,84,7,20,100,20,0,05-25,Spirit Airlines,123
11417,PHL,84,7,7,129,7,0,05-25,American Airlines,124
11418,PHL,84,7,10,129,10,0,05-25,Delta,125
11419,PHL,84,7,11,129,11,0,05-25,American Airlines,132
11420,PHL,84,7,24,129,24,0,05-25,American Airlines,124
11421,PHL,84,7,13,129,13,0,05-25,Delta,123
11422,PHL,84,7,15,129,15,0,05-25,Delta,125
11423,PHL,84,7,17,129,17,0,05-25,American Airlines,140
11424,PHL,84,7,18,129,18,0,05-25,Delta,128
11425,PHL,84,7,22,129,22,0,05-25,Delta,119
11426,PHL,84,7,5,136,5,1,05-25,American Airlines,339
11427,PHL,84,7,6,136,6,1,05-25,American Airlines,253
11428,PHL,84,7,6,136,6,1,05-25,American Airlines,360
11429,PHL,84,7,20,62,20,0,05-21,Spirit Airlines,123
11430,PHL,84,7,20,107,20,0,05-23,Spirit Airlines,123
11431,PHL,84,7,20,142,20,0,05-24,Spirit Airlines,123
11432,PHL,84,7,24,129,24,0,05-25,Delta,121
11433,PHL,84,7,22,153,22,0,05-25,Delta,119
11434,PHX,76,7,15,128,15,1,05-20,Frontier,356
11435,PHX,76,7,18,173,18,0,05-20,American Airlines,254
11436,PHX,76,7,22,195,22,0,05-20,Delta,252
11437,PHX,76,7,19,168,19,1,05-20,Spirit Airlines,467
11438,PHX,76,7,24,174,24,1,05-20,Spirit Airlines,853
11439,PHX,76,7,16,177,16,1,05-20,JetBlue,562
11440,PHX,76,7,19,181,19,1,05-20,American Airlines,373
11441,PHX,76,7,20,181,20,1,05-20,United Airlines,375
11442,PHX,76,7,11,186,11,2,05-20,Multiple Airlines,920
11443,PHX,76,7,11,210,11,0,05-20,American Airlines,241
11444,PHX,76,7,14,217,14,1,05-20,American Airlines,430
11445,PHX,76,7,24,217,24,1,05-20,American Airlines,529
11446,PHX,76,7,16,217,16,2,05-20,Spirit Airlines,627
11447,PHX,76,7,18,219,18,1,05-20,American Airlines,360
11448,PHX,76,7,18,219,18,1,05-20,American Airlines,453
11449,PHX,76,7,19,145,19,1,05-22,Spirit Airlines,467
11450,PHX,76,7,11,157,11,0,05-22,American Airlines,241
11451,PHX,76,7,8,173,8,0,05-22,Delta,244
11452,PHX,76,7,16,157,16,1,05-22,JetBlue,562
11453,PHX,76,7,24,161,24,1,05-22,Spirit Airlines,853
11454,PHX,76,7,16,162,16,2,05-22,Spirit Airlines,616
11455,PHX,76,7,11,163,11,2,05-22,Multiple Airlines,923
11456,PHX,76,7,8,164,8,1,05-22,American Airlines,536
11457,PHX,76,7,9,165,9,1,05-22,American Airlines,406
11458,PHX,76,7,9,165,9,1,05-22,American Airlines,451
11459,PHX,76,7,8,165,8,1,05-22,American Airlines,471
11460,PHX,76,7,8,165,8,1,05-22,American Airlines,516
11461,PHX,76,7,17,173,17,0,05-22,Delta,250
11462,PHX,76,7,22,173,22,0,05-22,Delta,252
11463,PHX,76,7,20,173,20,0,05-22,Delta,252
11464,PHX,76,7,19,178,19,1,05-23,Spirit Airlines,467
11465,PHX,76,7,11,210,11,0,05-23,American Airlines,241
11466,PHX,76,7,22,225,22,0,05-23,Delta,252
11467,PHX,76,7,24,184,24,1,05-23,Spirit Airlines,853
11468,PHX,76,7,18,210,18,0,05-23,American Airlines,254
11469,PHX,76,7,16,210,16,2,05-23,Spirit Airlines,616
11470,PHX,76,7,16,231,16,1,05-23,JetBlue,562
11471,PHX,76,7,7,232,7,1,05-23,Multiple Airlines,715
11472,PHX,76,7,10,253,10,1,05-23,Multiple Airlines,930
11473,PHX,76,7,6,262,6,1,05-23,American Airlines,435
11474,PHX,76,7,24,262,24,1,05-23,American Airlines,529
11475,PHX,76,7,8,262,8,1,05-23,American Airlines,536
11476,PHX,76,7,6,263,6,1,05-23,American Airlines,420
11477,PHX,76,7,6,263,6,1,05-23,American Airlines,507
11478,PHX,76,7,6,263,6,1,05-23,American Airlines,628
11479,PHX,76,7,19,170,19,1,05-24,Spirit Airlines,467
11480,PHX,76,7,8,195,8,0,05-24,Delta,244
11481,PHX,76,7,18,210,18,0,05-24,American Airlines,254
11482,PHX,76,7,24,186,24,1,05-24,Spirit Airlines,853
11483,PHX,76,7,15,190,15,1,05-24,Frontier,356
11484,PHX,76,7,22,195,22,0,05-24,Delta,252
11485,PHX,76,7,10,225,10,0,05-24,Delta,242
11486,PHX,76,7,11,255,11,0,05-24,American Airlines,241
11487,PHX,76,7,16,259,16,2,05-24,Spirit Airlines,616
11488,PHX,76,7,16,260,16,2,05-24,Spirit Airlines,627
11489,PHX,76,7,14,260,14,2,05-24,Spirit Airlines,728
11490,PHX,76,7,15,262,15,1,05-24,American Airlines,421
11491,PHX,76,7,14,262,14,1,05-24,American Airlines,430
11492,PHX,76,7,14,262,14,1,05-24,American Airlines,493
11493,PHX,76,7,24,262,24,1,05-24,American Airlines,529
11494,PHX,76,7,19,135,19,1,05-25,Spirit Airlines,467
11495,PHX,76,7,17,173,17,0,05-25,Delta,246
11496,PHX,76,7,11,255,11,0,05-25,American Airlines,241
11497,PHX,76,7,24,151,24,1,05-25,Spirit Airlines,853
11498,PHX,76,7,16,185,16,2,05-25,Spirit Airlines,616
11499,PHX,76,7,15,190,15,1,05-25,Frontier,356
11500,PHX,76,7,16,194,16,2,05-25,Spirit Airlines,627
11501,PHX,76,7,14,195,14,0,05-25,Delta,239
11502,PHX,76,7,16,204,16,1,05-25,JetBlue,562
11503,PHX,76,7,5,217,5,1,05-25,American Airlines,404
11504,PHX,76,7,6,217,6,1,05-25,American Airlines,435
11505,PHX,76,7,8,217,8,1,05-25,American Airlines,536
11506,PHX,76,7,17,219,17,1,05-25,American Airlines,462
11507,PHX,76,7,8,225,8,0,05-25,Delta,241
11508,PHX,76,7,20,225,20,0,05-25,Delta,249
11509,PHX,76,7,7,228,7,2,05-25,Multiple Airlines,715
11510,PIA,60,3,6,216,6,1,05-20,American Airlines,372
11511,PIA,60,3,14,219,14,0,05-20,Delta,116
11512,PIA,60,3,8,216,8,1,05-20,American Airlines,277
11513,PIA,60,3,15,216,15,1,05-20,American Airlines,451
11514,PIA,60,3,6,218,6,1,05-20,American Airlines,275
11515,PIA,60,3,17,218,17,1,05-20,American Airlines,303
11516,PIA,60,3,21,219,21,0,05-20,Delta,121
11517,PIA,60,3,13,227,13,1,05-20,United Airlines,383
11518,PIA,60,3,15,227,15,1,05-20,United Airlines,253
11519,PIA,60,3,9,249,9,0,05-20,Delta,116
11520,PIA,60,3,17,306,17,1,05-20,American Airlines,303
11521,PIA,60,3,8,307,8,1,05-20,United Airlines,375
11522,PIA,60,3,8,307,8,1,05-20,American Airlines,450
11523,PIA,60,3,9,307,9,1,05-20,American Airlines,385
11524,PIA,60,3,10,307,10,1,05-20,American Airlines,330
11525,PIA,60,3,9,211,9,2,05-22,United Airlines,618
11526,PIA,60,3,9,219,9,0,05-22,Delta,116
11527,PIA,60,3,6,216,6,1,05-22,American Airlines,372
11528,PIA,60,3,8,216,8,1,05-22,American Airlines,277
11529,PIA,60,3,15,216,15,1,05-22,American Airlines,451
11530,PIA,60,3,17,218,17,1,05-22,American Airlines,303
11531,PIA,60,3,14,219,14,0,05-22,Delta,116
11532,PIA,60,3,21,219,21,0,05-22,Delta,121
11533,PIA,60,3,9,220,9,2,05-22,American Airlines,538
11534,PIA,60,3,9,220,9,2,05-22,American Airlines,538
11535,PIA,60,3,24,220,24,2,05-22,American Airlines,370
11536,PIA,60,3,8,227,8,1,05-22,United Airlines,375
11537,PIA,60,3,10,227,10,1,05-22,United Airlines,403
11538,PIA,60,3,11,227,11,1,05-22,United Airlines,343
11539,PIA,60,3,13,227,13,1,05-22,United Airlines,253
11540,PIA,60,3,9,219,9,0,05-23,Delta,116
11541,PIA,60,3,14,219,14,0,05-23,Delta,116
11542,PIA,60,3,21,219,21,0,05-23,Delta,121
11543,PIA,60,3,6,306,6,1,05-23,American Airlines,372
11544,PIA,60,3,8,306,8,1,05-23,American Airlines,277
11545,PIA,60,3,15,306,15,1,05-23,American Airlines,451
11546,PIA,60,3,6,307,6,1,05-23,American Airlines,275
11547,PIA,60,3,8,307,8,1,05-23,American Airlines,450
11548,PIA,60,3,9,307,9,1,05-23,American Airlines,385
11549,PIA,60,3,10,307,10,1,05-23,American Airlines,330
11550,PIA,60,3,10,307,10,1,05-23,United Airlines,403
11551,PIA,60,3,11,307,11,1,05-23,United Airlines,343
11552,PIA,60,3,13,307,13,1,05-23,United Airlines,253
11553,PIA,60,3,13,307,13,1,05-23,United Airlines,383
11554,PIA,60,3,14,307,14,1,05-23,American Airlines,429
11555,PIA,60,3,21,219,21,0,05-24,Delta,121
11556,PIA,60,3,9,299,9,0,05-24,Delta,116
11557,PIA,60,3,14,299,14,0,05-24,Delta,116
11558,PIA,60,3,6,306,6,1,05-24,American Airlines,372
11559,PIA,60,3,8,306,8,1,05-24,American Airlines,277
11560,PIA,60,3,15,306,15,1,05-24,American Airlines,451
11561,PIA,60,3,17,306,17,1,05-24,American Airlines,303
11562,PIA,60,3,6,307,6,1,05-24,American Airlines,275
11563,PIA,60,3,14,307,14,1,05-24,American Airlines,429
11564,PIA,60,3,17,307,17,1,05-24,American Airlines,303
11565,PIA,60,3,14,310,14,2,05-24,American Airlines,514
11566,PIA,60,3,14,310,14,2,05-24,American Airlines,514
11567,PIA,60,3,15,310,15,2,05-24,American Airlines,442
11568,PIA,60,3,8,407,8,1,05-24,American Airlines,450
11569,PIA,60,3,9,407,9,1,05-24,American Airlines,385
11570,PIB,105,2,9,365,9,1,05-19,American Airlines,845
11571,PIB,105,2,16,391,16,1,05-19,American Airlines,406
11572,PIB,105,2,9,369,9,2,05-19,American Airlines,664
11573,PIB,105,2,24,395,24,2,05-19,American Airlines,449
11574,PIB,105,2,24,397,24,1,05-19,American Airlines,630
11575,PIB,105,2,14,397,14,1,05-19,American Airlines,535
11576,PIB,105,2,10,401,10,2,05-19,American Airlines,609
11577,PIB,105,2,6,3274,6,0,05-19,Linear Air Taxi,163
11578,PIB,105,2,7,3274,7,0,05-19,Linear Air Taxi,163
11579,PIB,105,2,8,3274,8,0,05-19,Linear Air Taxi,163
11580,PIB,105,2,9,3274,9,0,05-19,Linear Air Taxi,163
11581,PIB,105,2,10,3274,10,0,05-19,Linear Air Taxi,163
11582,PIB,105,2,11,3274,11,0,05-19,Linear Air Taxi,163
11583,PIB,105,2,24,3274,24,0,05-19,Linear Air Taxi,163
11584,PIB,105,2,13,3274,13,0,05-19,Linear Air Taxi,163
11585,PIB,105,2,16,359,16,1,05-20,American Airlines,406
11586,PIB,105,2,24,363,24,2,05-20,American Airlines,449
11587,PIB,105,2,9,365,9,1,05-20,American Airlines,845
11588,PIB,105,2,24,365,24,1,05-20,American Airlines,630
11589,PIB,105,2,9,369,9,2,05-20,American Airlines,664
11590,PIB,105,2,14,397,14,1,05-20,American Airlines,535
11591,PIB,105,2,10,401,10,2,05-20,American Airlines,609
11592,PIB,105,2,6,3274,6,0,05-20,Linear Air Taxi,163
11593,PIB,105,2,7,3274,7,0,05-20,Linear Air Taxi,163
11594,PIB,105,2,8,3274,8,0,05-20,Linear Air Taxi,163
11595,PIB,105,2,9,3274,9,0,05-20,Linear Air Taxi,163
11596,PIB,105,2,10,3274,10,0,05-20,Linear Air Taxi,163
11597,PIB,105,2,11,3274,11,0,05-20,Linear Air Taxi,163
11598,PIB,105,2,24,3274,24,0,05-20,Linear Air Taxi,163
11599,PIB,105,2,13,3274,13,0,05-20,Linear Air Taxi,163
11600,PIB,105,2,16,359,16,1,05-21,American Airlines,406
11601,PIB,105,2,24,363,24,2,05-21,American Airlines,449
11602,PIB,105,2,10,365,10,1,05-21,American Airlines,790
11603,PIB,105,2,24,365,24,1,05-21,American Airlines,630
11604,PIB,105,2,14,365,14,1,05-21,American Airlines,535
11605,PIB,105,2,9,369,9,2,05-21,American Airlines,664
11606,PIB,105,2,10,369,10,2,05-21,American Airlines,609
11607,PIB,105,2,6,3274,6,0,05-21,Linear Air Taxi,163
11608,PIB,105,2,7,3274,7,0,05-21,Linear Air Taxi,163
11609,PIB,105,2,8,3274,8,0,05-21,Linear Air Taxi,163
11610,PIB,105,2,9,3274,9,0,05-21,Linear Air Taxi,163
11611,PIB,105,2,10,3274,10,0,05-21,Linear Air Taxi,163
11612,PIB,105,2,11,3274,11,0,05-21,Linear Air Taxi,163
11613,PIB,105,2,24,3274,24,0,05-21,Linear Air Taxi,163
11614,PIB,105,2,13,3274,13,0,05-21,Linear Air Taxi,163
11615,PIB,105,2,16,359,16,1,05-22,American Airlines,406
11616,PIB,105,2,24,363,24,2,05-22,American Airlines,449
11617,PIB,105,2,10,365,10,1,05-22,American Airlines,790
11618,PIB,105,2,24,365,24,1,05-22,American Airlines,630
11619,PIB,105,2,14,365,14,1,05-22,American Airlines,535
11620,PIB,105,2,9,369,9,2,05-22,American Airlines,664
11621,PIB,105,2,10,369,10,2,05-22,American Airlines,609
11622,PIB,105,2,6,3274,6,0,05-22,Linear Air Taxi,163
11623,PIB,105,2,7,3274,7,0,05-22,Linear Air Taxi,163
11624,PIB,105,2,8,3274,8,0,05-22,Linear Air Taxi,163
11625,PIB,105,2,9,3274,9,0,05-22,Linear Air Taxi,163
11626,PIB,105,2,10,3274,10,0,05-22,Linear Air Taxi,163
11627,PIB,105,2,11,3274,11,0,05-22,Linear Air Taxi,163
11628,PIB,105,2,24,3274,24,0,05-22,Linear Air Taxi,163
11629,PIB,105,2,13,3274,13,0,05-22,Linear Air Taxi,163
11630,PIB,105,2,24,363,24,2,05-23,American Airlines,449
11631,PIB,105,2,16,391,16,1,05-23,American Airlines,406
11632,PIB,105,2,24,365,24,1,05-23,American Airlines,630
11633,PIB,105,2,14,397,14,1,05-23,American Airlines,535
11634,PIB,105,2,9,401,9,2,05-23,American Airlines,664
11635,PIB,105,2,10,401,10,2,05-23,American Airlines,609
11636,PIB,105,2,6,3274,6,0,05-23,Linear Air Taxi,163
11637,PIB,105,2,7,3274,7,0,05-23,Linear Air Taxi,163
11638,PIB,105,2,8,3274,8,0,05-23,Linear Air Taxi,163
11639,PIB,105,2,9,3274,9,0,05-23,Linear Air Taxi,163
11640,PIB,105,2,10,3274,10,0,05-23,Linear Air Taxi,163
11641,PIB,105,2,11,3274,11,0,05-23,Linear Air Taxi,163
11642,PIB,105,2,24,3274,24,0,05-23,Linear Air Taxi,163
11643,PIB,105,2,13,3274,13,0,05-23,Linear Air Taxi,163
11644,PIB,105,2,14,3274,14,0,05-23,Linear Air Taxi,163
11645,PIB,105,2,16,391,16,1,05-24,American Airlines,406
11646,PIB,105,2,24,395,24,2,05-24,American Airlines,449
11647,PIB,105,2,24,397,24,1,05-24,American Airlines,630
11648,PIB,105,2,14,397,14,1,05-24,American Airlines,535
11649,PIB,105,2,9,401,9,2,05-24,American Airlines,664
11650,PIB,105,2,10,401,10,2,05-24,American Airlines,609
11651,PIB,105,2,6,3274,6,0,05-24,Linear Air Taxi,163
11652,PIB,105,2,7,3274,7,0,05-24,Linear Air Taxi,163
11653,PIB,105,2,8,3274,8,0,05-24,Linear Air Taxi,163
11654,PIB,105,2,9,3274,9,0,05-24,Linear Air Taxi,163
11655,PIB,105,2,10,3274,10,0,05-24,Linear Air Taxi,163
11656,PIB,105,2,11,3274,11,0,05-24,Linear Air Taxi,163
11657,PIB,105,2,24,3274,24,0,05-24,Linear Air Taxi,163
11658,PIB,105,2,13,3274,13,0,05-24,Linear Air Taxi,163
11659,PIB,105,2,14,3274,14,0,05-24,Linear Air Taxi,163
11660,PIB,105,2,16,391,16,1,05-25,American Airlines,406
11661,PIB,105,2,24,395,24,2,05-25,American Airlines,449
11662,PIB,105,2,24,397,24,1,05-25,American Airlines,630
11663,PIB,105,2,14,397,14,1,05-25,American Airlines,535
11664,PIB,105,2,10,401,10,2,05-25,American Airlines,609
11665,PIB,105,2,6,3274,6,0,05-25,Linear Air Taxi,163
11666,PIB,105,2,7,3274,7,0,05-25,Linear Air Taxi,163
11667,PIB,105,2,8,3274,8,0,05-25,Linear Air Taxi,163
11668,PIB,105,2,9,3274,9,0,05-25,Linear Air Taxi,163
11669,PIB,105,2,10,3274,10,0,05-25,Linear Air Taxi,163
11670,PIB,105,2,11,3274,11,0,05-25,Linear Air Taxi,163
11671,PIB,105,2,24,3274,24,0,05-25,Linear Air Taxi,163
11672,PIB,105,2,13,3274,13,0,05-25,Linear Air Taxi,163
11673,PIB,105,2,14,3274,14,0,05-25,Linear Air Taxi,163
11674,PIB,105,2,15,3274,15,0,05-25,Linear Air Taxi,163
11675,PIT,60,2,7,110,7,0,05-21,Delta,97
11676,PIT,60,2,9,110,9,0,05-21,Delta,98
11677,PIT,60,2,11,110,11,0,05-21,Delta,99
11678,PIT,60,2,24,110,24,0,05-21,Delta,100
11679,PIT,60,2,14,110,14,0,05-21,Delta,105
11680,PIT,60,2,16,110,16,0,05-21,Delta,106
11681,PIT,60,2,17,110,17,0,05-21,Delta,102
11682,PIT,60,2,20,110,20,0,05-21,Delta,108
11683,PIT,60,2,21,110,21,0,05-21,Delta,106
11684,PIT,60,2,5,117,5,1,05-21,American Airlines,245
11685,PIT,60,2,5,117,5,1,05-21,American Airlines,365
11686,PIT,60,2,6,117,6,1,05-21,American Airlines,382
11687,PIT,60,2,6,117,6,1,05-21,American Airlines,265
11688,PIT,60,2,8,117,8,1,05-21,American Airlines,287
